TimeDate,RAW
0:02:05 2018/7/1,152
0:02:05 2018/7/1,70
0:02:05 2018/7/1,-9
0:02:05 2018/7/1,-23
0:02:05 2018/7/1,-25
0:02:05 2018/7/1,-60
0:02:05 2018/7/1,-133
0:02:05 2018/7/1,-158
0:02:05 2018/7/1,-152
0:02:05 2018/7/1,-156
0:02:05 2018/7/1,-167
0:02:05 2018/7/1,-167
0:02:05 2018/7/1,-156
0:02:05 2018/7/1,-135
0:02:05 2018/7/1,-126
0:02:05 2018/7/1,-121
0:02:05 2018/7/1,-120
0:02:05 2018/7/1,-114
0:02:05 2018/7/1,-104
0:02:05 2018/7/1,-98
0:02:05 2018/7/1,-76
0:02:05 2018/7/1,-74
0:02:05 2018/7/1,-85
0:02:05 2018/7/1,-90
0:02:05 2018/7/1,-94
0:02:05 2018/7/1,-93
0:02:05 2018/7/1,-89
0:02:05 2018/7/1,-84
0:02:05 2018/7/1,-70
0:02:05 2018/7/1,-52
0:02:05 2018/7/1,-43
0:02:05 2018/7/1,-49
0:02:05 2018/7/1,-42
0:02:05 2018/7/1,-33
0:02:05 2018/7/1,-34
0:02:05 2018/7/1,-37
0:02:05 2018/7/1,-36
0:02:05 2018/7/1,-28
0:02:05 2018/7/1,-19
0:02:05 2018/7/1,-9
0:02:05 2018/7/1,3
0:02:05 2018/7/1,-2
0:02:05 2018/7/1,-17
0:02:05 2018/7/1,-9
0:02:05 2018/7/1,23
0:02:05 2018/7/1,43
0:02:05 2018/7/1,24
0:02:05 2018/7/1,-1
0:02:05 2018/7/1,3
0:02:05 2018/7/1,34
0:02:05 2018/7/1,55
0:02:05 2018/7/1,82
0:02:05 2018/7/1,96
0:02:05 2018/7/1,68
0:02:05 2018/7/1,45
0:02:05 2018/7/1,45
0:02:05 2018/7/1,44
0:02:05 2018/7/1,48
0:02:05 2018/7/1,97
0:02:05 2018/7/1,160
0:02:05 2018/7/1,135
0:02:05 2018/7/1,70
0:02:05 2018/7/1,38
0:02:05 2018/7/1,44
0:02:05 2018/7/1,83
0:02:05 2018/7/1,104
0:02:05 2018/7/1,102
0:02:05 2018/7/1,84
0:02:05 2018/7/1,66
0:02:05 2018/7/1,64
0:02:05 2018/7/1,128
0:02:05 2018/7/1,240
0:02:05 2018/7/1,221
0:02:05 2018/7/1,221
0:02:06 2018/7/1,130
0:02:06 2018/7/1,114
0:02:06 2018/7/1,146
0:02:06 2018/7/1,141
0:02:06 2018/7/1,103
0:02:06 2018/7/1,84
0:02:06 2018/7/1,105
0:02:06 2018/7/1,146
0:02:06 2018/7/1,152
0:02:06 2018/7/1,131
0:02:06 2018/7/1,137
0:02:06 2018/7/1,194
0:02:06 2018/7/1,245
0:02:06 2018/7/1,235
0:02:06 2018/7/1,185
0:02:06 2018/7/1,149
0:02:06 2018/7/1,141
0:02:06 2018/7/1,165
0:02:06 2018/7/1,201
0:02:06 2018/7/1,244
0:02:06 2018/7/1,292
0:02:06 2018/7/1,283
0:02:06 2018/7/1,211
0:02:06 2018/7/1,163
0:02:06 2018/7/1,137
0:02:06 2018/7/1,147
0:02:06 2018/7/1,209
0:02:06 2018/7/1,187
0:02:06 2018/7/1,121
0:02:06 2018/7/1,156
0:02:06 2018/7/1,187
0:02:06 2018/7/1,188
0:02:06 2018/7/1,199
0:02:06 2018/7/1,232
0:02:06 2018/7/1,259
0:02:06 2018/7/1,232
0:02:06 2018/7/1,267
0:02:06 2018/7/1,313
0:02:06 2018/7/1,242
0:02:06 2018/7/1,170
0:02:06 2018/7/1,178
0:02:06 2018/7/1,224
0:02:06 2018/7/1,257
0:02:06 2018/7/1,247
0:02:06 2018/7/1,246
0:02:06 2018/7/1,237
0:02:06 2018/7/1,194
0:02:06 2018/7/1,166
0:02:06 2018/7/1,149
0:02:06 2018/7/1,179
0:02:06 2018/7/1,209
0:02:06 2018/7/1,176
0:02:06 2018/7/1,112
0:02:06 2018/7/1,100
0:02:06 2018/7/1,90
0:02:06 2018/7/1,104
0:02:06 2018/7/1,113
0:02:06 2018/7/1,89
0:02:06 2018/7/1,134
0:02:06 2018/7/1,209
0:02:06 2018/7/1,177
0:02:06 2018/7/1,71
0:02:06 2018/7/1,19
0:02:06 2018/7/1,51
0:02:06 2018/7/1,121
0:02:06 2018/7/1,170
0:02:06 2018/7/1,152
0:02:06 2018/7/1,86
0:02:06 2018/7/1,22
0:02:06 2018/7/1,34
0:02:06 2018/7/1,160
0:02:06 2018/7/1,240
0:02:06 2018/7/1,135
0:02:06 2018/7/1,-10
0:02:06 2018/7/1,18
0:02:06 2018/7/1,218
0:02:06 2018/7/1,349
0:02:06 2018/7/1,269
0:02:06 2018/7/1,187
0:02:06 2018/7/1,193
0:02:06 2018/7/1,259
0:02:06 2018/7/1,280
0:02:06 2018/7/1,168
0:02:06 2018/7/1,98
0:02:06 2018/7/1,49
0:02:06 2018/7/1,19
0:02:06 2018/7/1,21
0:02:06 2018/7/1,28
0:02:06 2018/7/1,58
0:02:06 2018/7/1,72
0:02:06 2018/7/1,128
0:02:06 2018/7/1,199
0:02:06 2018/7/1,251
0:02:06 2018/7/1,246
0:02:06 2018/7/1,114
0:02:06 2018/7/1,38
0:02:06 2018/7/1,87
0:02:06 2018/7/1,200
0:02:06 2018/7/1,277
0:02:06 2018/7/1,252
0:02:06 2018/7/1,242
0:02:06 2018/7/1,230
0:02:06 2018/7/1,205
0:02:06 2018/7/1,213
0:02:06 2018/7/1,244
0:02:06 2018/7/1,243
0:02:06 2018/7/1,208
0:02:06 2018/7/1,210
0:02:06 2018/7/1,297
0:02:06 2018/7/1,389
0:02:06 2018/7/1,379
0:02:06 2018/7/1,377
0:02:06 2018/7/1,474
0:02:06 2018/7/1,584
0:02:06 2018/7/1,550
0:02:06 2018/7/1,380
0:02:06 2018/7/1,156
0:02:06 2018/7/1,128
0:02:06 2018/7/1,312
0:02:06 2018/7/1,522
0:02:06 2018/7/1,514
0:02:06 2018/7/1,461
0:02:06 2018/7/1,520
0:02:06 2018/7/1,581
0:02:06 2018/7/1,711
0:02:06 2018/7/1,699
0:02:06 2018/7/1,538
0:02:06 2018/7/1,470
0:02:06 2018/7/1,434
0:02:06 2018/7/1,461
0:02:06 2018/7/1,663
0:02:06 2018/7/1,808
0:02:06 2018/7/1,828
0:02:06 2018/7/1,805
0:02:06 2018/7/1,792
0:02:06 2018/7/1,773
0:02:06 2018/7/1,710
0:02:06 2018/7/1,624
0:02:06 2018/7/1,584
0:02:06 2018/7/1,692
0:02:06 2018/7/1,836
0:02:06 2018/7/1,903
0:02:06 2018/7/1,908
0:02:06 2018/7/1,861
0:02:06 2018/7/1,856
0:02:06 2018/7/1,998
0:02:06 2018/7/1,1117
0:02:06 2018/7/1,1088
0:02:06 2018/7/1,1026
0:02:06 2018/7/1,915
0:02:06 2018/7/1,832
0:02:06 2018/7/1,844
0:02:06 2018/7/1,832
0:02:06 2018/7/1,819
0:02:06 2018/7/1,778
0:02:06 2018/7/1,843
0:02:06 2018/7/1,1012
0:02:06 2018/7/1,947
0:02:06 2018/7/1,834
0:02:06 2018/7/1,885
0:02:06 2018/7/1,1002
0:02:06 2018/7/1,1036
0:02:06 2018/7/1,1029
0:02:06 2018/7/1,1002
0:02:06 2018/7/1,837
0:02:06 2018/7/1,620
0:02:06 2018/7/1,701
0:02:06 2018/7/1,919
0:02:06 2018/7/1,982
0:02:06 2018/7/1,873
0:02:06 2018/7/1,752
0:02:06 2018/7/1,720
0:02:06 2018/7/1,684
0:02:06 2018/7/1,741
0:02:06 2018/7/1,885
0:02:06 2018/7/1,921
0:02:06 2018/7/1,811
0:02:06 2018/7/1,694
0:02:06 2018/7/1,690
0:02:06 2018/7/1,764
0:02:06 2018/7/1,859
0:02:06 2018/7/1,914
0:02:06 2018/7/1,805
0:02:06 2018/7/1,536
0:02:06 2018/7/1,394
0:02:06 2018/7/1,561
0:02:06 2018/7/1,711
0:02:06 2018/7/1,620
0:02:06 2018/7/1,524
0:02:06 2018/7/1,533
0:02:06 2018/7/1,470
0:02:06 2018/7/1,276
0:02:06 2018/7/1,295
0:02:06 2018/7/1,566
0:02:06 2018/7/1,730
0:02:06 2018/7/1,644
0:02:06 2018/7/1,522
0:02:06 2018/7/1,532
0:02:06 2018/7/1,571
0:02:06 2018/7/1,525
0:02:06 2018/7/1,421
0:02:06 2018/7/1,139
0:02:06 2018/7/1,-49
0:02:06 2018/7/1,89
0:02:06 2018/7/1,358
0:02:06 2018/7/1,484
0:02:06 2018/7/1,418
0:02:06 2018/7/1,347
0:02:06 2018/7/1,410
0:02:06 2018/7/1,562
0:02:06 2018/7/1,583
0:02:06 2018/7/1,434
0:02:06 2018/7/1,280
0:02:06 2018/7/1,280
0:02:06 2018/7/1,312
0:02:06 2018/7/1,260
0:02:06 2018/7/1,165
0:02:06 2018/7/1,186
0:02:06 2018/7/1,292
0:02:06 2018/7/1,341
0:02:06 2018/7/1,213
0:02:06 2018/7/1,156
0:02:06 2018/7/1,208
0:02:06 2018/7/1,181
0:02:06 2018/7/1,93
0:02:06 2018/7/1,64
0:02:06 2018/7/1,198
0:02:06 2018/7/1,267
0:02:06 2018/7/1,241
0:02:06 2018/7/1,105
0:02:06 2018/7/1,-40
0:02:06 2018/7/1,12
0:02:06 2018/7/1,150
0:02:06 2018/7/1,132
0:02:06 2018/7/1,96
0:02:06 2018/7/1,230
0:02:06 2018/7/1,338
0:02:06 2018/7/1,241
0:02:06 2018/7/1,76
0:02:06 2018/7/1,-145
0:02:06 2018/7/1,-313
0:02:06 2018/7/1,-55
0:02:06 2018/7/1,315
0:02:06 2018/7/1,330
0:02:06 2018/7/1,101
0:02:06 2018/7/1,-38
0:02:06 2018/7/1,-8
0:02:06 2018/7/1,77
0:02:06 2018/7/1,65
0:02:06 2018/7/1,17
0:02:06 2018/7/1,21
0:02:06 2018/7/1,55
0:02:06 2018/7/1,20
0:02:06 2018/7/1,90
0:02:06 2018/7/1,391
0:02:06 2018/7/1,388
0:02:06 2018/7/1,-40
0:02:06 2018/7/1,-235
0:02:06 2018/7/1,-25
0:02:06 2018/7/1,53
0:02:06 2018/7/1,-183
0:02:06 2018/7/1,-477
0:02:06 2018/7/1,-515
0:02:06 2018/7/1,-290
0:02:06 2018/7/1,-82
0:02:06 2018/7/1,112
0:02:06 2018/7/1,288
0:02:06 2018/7/1,274
0:02:06 2018/7/1,124
0:02:06 2018/7/1,32
0:02:06 2018/7/1,118
0:02:06 2018/7/1,203
0:02:06 2018/7/1,75
0:02:06 2018/7/1,-149
0:02:06 2018/7/1,-275
0:02:06 2018/7/1,-262
0:02:06 2018/7/1,-210
0:02:06 2018/7/1,-173
0:02:06 2018/7/1,-243
0:02:06 2018/7/1,-123
0:02:06 2018/7/1,83
0:02:06 2018/7/1,36
0:02:06 2018/7/1,-45
0:02:06 2018/7/1,35
0:02:06 2018/7/1,16
0:02:06 2018/7/1,-228
0:02:06 2018/7/1,-388
0:02:06 2018/7/1,-307
0:02:06 2018/7/1,-190
0:02:06 2018/7/1,-216
0:02:06 2018/7/1,-244
0:02:06 2018/7/1,-286
0:02:06 2018/7/1,-243
0:02:06 2018/7/1,-154
0:02:06 2018/7/1,-129
0:02:06 2018/7/1,-194
0:02:06 2018/7/1,-274
0:02:06 2018/7/1,-339
0:02:06 2018/7/1,-328
0:02:06 2018/7/1,-206
0:02:06 2018/7/1,-67
0:02:06 2018/7/1,-43
0:02:06 2018/7/1,-65
0:02:06 2018/7/1,-37
0:02:06 2018/7/1,-13
0:02:06 2018/7/1,-13
0:02:06 2018/7/1,-220
0:02:06 2018/7/1,-433
0:02:06 2018/7/1,-494
0:02:06 2018/7/1,-490
0:02:06 2018/7/1,-438
0:02:06 2018/7/1,-420
0:02:06 2018/7/1,-402
0:02:06 2018/7/1,-353
0:02:06 2018/7/1,-310
0:02:06 2018/7/1,-318
0:02:06 2018/7/1,-508
0:02:06 2018/7/1,-680
0:02:06 2018/7/1,-665
0:02:06 2018/7/1,-504
0:02:06 2018/7/1,-405
0:02:06 2018/7/1,-552
0:02:06 2018/7/1,-583
0:02:06 2018/7/1,-425
0:02:06 2018/7/1,-258
0:02:06 2018/7/1,-248
0:02:06 2018/7/1,-345
0:02:06 2018/7/1,-426
0:02:06 2018/7/1,-460
0:02:06 2018/7/1,-521
0:02:06 2018/7/1,-468
0:02:06 2018/7/1,-348
0:02:06 2018/7/1,-346
0:02:06 2018/7/1,-259
0:02:06 2018/7/1,-90
0:02:06 2018/7/1,-58
0:02:06 2018/7/1,-180
0:02:06 2018/7/1,-277
0:02:06 2018/7/1,-307
0:02:06 2018/7/1,-292
0:02:06 2018/7/1,-330
0:02:06 2018/7/1,-378
0:02:06 2018/7/1,-289
0:02:06 2018/7/1,-137
0:02:06 2018/7/1,-147
0:02:06 2018/7/1,-237
0:02:06 2018/7/1,-349
0:02:06 2018/7/1,-392
0:02:06 2018/7/1,-338
0:02:06 2018/7/1,-350
0:02:06 2018/7/1,-386
0:02:06 2018/7/1,-231
0:02:06 2018/7/1,-43
0:02:06 2018/7/1,1
0:02:06 2018/7/1,-41
0:02:06 2018/7/1,-72
0:02:06 2018/7/1,-49
0:02:06 2018/7/1,-36
0:02:06 2018/7/1,136
0:02:06 2018/7/1,295
0:02:06 2018/7/1,44
0:02:06 2018/7/1,-236
0:02:06 2018/7/1,-231
0:02:06 2018/7/1,-33
0:02:06 2018/7/1,189
0:02:06 2018/7/1,233
0:02:06 2018/7/1,146
0:02:06 2018/7/1,59
0:02:06 2018/7/1,102
0:02:06 2018/7/1,202
0:02:06 2018/7/1,229
0:02:06 2018/7/1,200
0:02:06 2018/7/1,177
0:02:06 2018/7/1,155
0:02:06 2018/7/1,149
0:02:06 2018/7/1,214
0:02:06 2018/7/1,345
0:02:06 2018/7/1,365
0:02:06 2018/7/1,332
0:02:06 2018/7/1,436
0:02:06 2018/7/1,448
0:02:06 2018/7/1,329
0:02:06 2018/7/1,221
0:02:06 2018/7/1,346
0:02:06 2018/7/1,568
0:02:06 2018/7/1,586
0:02:06 2018/7/1,457
0:02:06 2018/7/1,474
0:02:06 2018/7/1,437
0:02:06 2018/7/1,332
0:02:06 2018/7/1,385
0:02:06 2018/7/1,362
0:02:06 2018/7/1,333
0:02:06 2018/7/1,345
0:02:06 2018/7/1,412
0:02:06 2018/7/1,409
0:02:06 2018/7/1,392
0:02:06 2018/7/1,378
0:02:06 2018/7/1,376
0:02:06 2018/7/1,405
0:02:06 2018/7/1,400
0:02:06 2018/7/1,331
0:02:06 2018/7/1,309
0:02:06 2018/7/1,316
0:02:06 2018/7/1,317
0:02:06 2018/7/1,327
0:02:06 2018/7/1,375
0:02:06 2018/7/1,417
0:02:06 2018/7/1,345
0:02:06 2018/7/1,390
0:02:06 2018/7/1,489
0:02:06 2018/7/1,449
0:02:06 2018/7/1,329
0:02:06 2018/7/1,320
0:02:06 2018/7/1,369
0:02:06 2018/7/1,376
0:02:06 2018/7/1,358
0:02:06 2018/7/1,331
0:02:06 2018/7/1,300
0:02:06 2018/7/1,272
0:02:06 2018/7/1,183
0:02:06 2018/7/1,211
0:02:06 2018/7/1,424
0:02:06 2018/7/1,544
0:02:06 2018/7/1,444
0:02:06 2018/7/1,317
0:02:06 2018/7/1,172
0:02:06 2018/7/1,97
0:02:06 2018/7/1,113
0:02:06 2018/7/1,136
0:02:06 2018/7/1,129
0:02:06 2018/7/1,162
0:02:06 2018/7/1,213
0:02:06 2018/7/1,197
0:02:06 2018/7/1,227
0:02:06 2018/7/1,391
0:02:06 2018/7/1,427
0:02:06 2018/7/1,273
0:02:06 2018/7/1,75
0:02:06 2018/7/1,149
0:02:06 2018/7/1,256
0:02:06 2018/7/1,155
0:02:06 2018/7/1,45
0:02:06 2018/7/1,90
0:02:06 2018/7/1,236
0:02:06 2018/7/1,371
0:02:06 2018/7/1,322
0:02:06 2018/7/1,137
0:02:06 2018/7/1,75
0:02:06 2018/7/1,187
0:02:06 2018/7/1,237
0:02:06 2018/7/1,259
0:02:06 2018/7/1,240
0:02:06 2018/7/1,147
0:02:06 2018/7/1,52
0:02:06 2018/7/1,42
0:02:06 2018/7/1,4
0:02:06 2018/7/1,92
0:02:06 2018/7/1,284
0:02:06 2018/7/1,297
0:02:06 2018/7/1,211
0:02:06 2018/7/1,147
0:02:06 2018/7/1,166
0:02:06 2018/7/1,247
0:02:06 2018/7/1,348
0:02:06 2018/7/1,369
0:02:06 2018/7/1,277
0:02:06 2018/7/1,252
0:02:06 2018/7/1,233
0:02:06 2018/7/1,99
0:02:06 2018/7/1,-55
0:02:06 2018/7/1,-9
0:02:06 2018/7/1,124
0:02:06 2018/7/1,147
0:02:06 2018/7/1,88
0:02:06 2018/7/1,45
0:02:06 2018/7/1,130
0:02:06 2018/7/1,214
0:02:06 2018/7/1,209
0:02:06 2018/7/1,202
0:02:06 2018/7/1,272
0:02:06 2018/7/1,322
0:02:06 2018/7/1,265
0:02:06 2018/7/1,196
0:02:06 2018/7/1,245
0:02:06 2018/7/1,312
0:02:06 2018/7/1,236
0:02:06 2018/7/1,133
0:02:06 2018/7/1,165
0:02:06 2018/7/1,281
0:02:06 2018/7/1,316
0:02:06 2018/7/1,193
0:02:06 2018/7/1,146
0:02:06 2018/7/1,176
0:02:06 2018/7/1,163
0:02:06 2018/7/1,135
0:02:06 2018/7/1,157
0:02:06 2018/7/1,214
0:02:06 2018/7/1,248
0:02:06 2018/7/1,168
0:02:06 2018/7/1,49
0:02:06 2018/7/1,54
0:02:06 2018/7/1,153
0:02:06 2018/7/1,220
0:02:06 2018/7/1,201
0:02:06 2018/7/1,147
0:02:06 2018/7/1,192
0:02:06 2018/7/1,214
0:02:06 2018/7/1,51
0:02:06 2018/7/1,-148
0:02:06 2018/7/1,-141
0:02:06 2018/7/1,26
0:02:06 2018/7/1,26
0:02:07 2018/7/1,59
0:02:07 2018/7/1,-39
0:02:07 2018/7/1,-114
0:02:07 2018/7/1,1
0:02:07 2018/7/1,65
0:02:07 2018/7/1,17
0:02:07 2018/7/1,-54
0:02:07 2018/7/1,-184
0:02:07 2018/7/1,-294
0:02:07 2018/7/1,-347
0:02:07 2018/7/1,-267
0:02:07 2018/7/1,-245
0:02:07 2018/7/1,-276
0:02:07 2018/7/1,-269
0:02:07 2018/7/1,-274
0:02:07 2018/7/1,-181
0:02:07 2018/7/1,34
0:02:07 2018/7/1,113
0:02:07 2018/7/1,21
0:02:07 2018/7/1,-74
0:02:07 2018/7/1,-162
0:02:07 2018/7/1,-183
0:02:07 2018/7/1,-168
0:02:07 2018/7/1,-183
0:02:07 2018/7/1,-200
0:02:07 2018/7/1,-274
0:02:07 2018/7/1,-307
0:02:07 2018/7/1,-234
0:02:07 2018/7/1,-188
0:02:07 2018/7/1,-251
0:02:07 2018/7/1,-246
0:02:07 2018/7/1,-158
0:02:07 2018/7/1,-70
0:02:07 2018/7/1,-58
0:02:07 2018/7/1,-172
0:02:07 2018/7/1,-215
0:02:07 2018/7/1,-86
0:02:07 2018/7/1,-2
0:02:07 2018/7/1,-86
0:02:07 2018/7/1,-248
0:02:07 2018/7/1,-167
0:02:07 2018/7/1,43
0:02:07 2018/7/1,176
0:02:07 2018/7/1,100
0:02:07 2018/7/1,-106
0:02:07 2018/7/1,-170
0:02:07 2018/7/1,-150
0:02:07 2018/7/1,-106
0:02:07 2018/7/1,-140
0:02:07 2018/7/1,-163
0:02:07 2018/7/1,-68
0:02:07 2018/7/1,-9
0:02:07 2018/7/1,5
0:02:07 2018/7/1,48
0:02:07 2018/7/1,115
0:02:07 2018/7/1,204
0:02:07 2018/7/1,246
0:02:07 2018/7/1,215
0:02:07 2018/7/1,138
0:02:07 2018/7/1,41
0:02:07 2018/7/1,-37
0:02:07 2018/7/1,1
0:02:07 2018/7/1,106
0:02:07 2018/7/1,144
0:02:07 2018/7/1,23
0:02:07 2018/7/1,-103
0:02:07 2018/7/1,56
0:02:07 2018/7/1,293
0:02:07 2018/7/1,289
0:02:07 2018/7/1,138
0:02:07 2018/7/1,51
0:02:07 2018/7/1,89
0:02:07 2018/7/1,146
0:02:07 2018/7/1,165
0:02:07 2018/7/1,170
0:02:07 2018/7/1,131
0:02:07 2018/7/1,99
0:02:07 2018/7/1,104
0:02:07 2018/7/1,89
0:02:07 2018/7/1,76
0:02:07 2018/7/1,37
0:02:07 2018/7/1,43
0:02:07 2018/7/1,169
0:02:07 2018/7/1,299
0:02:07 2018/7/1,306
0:02:07 2018/7/1,185
0:02:07 2018/7/1,87
0:02:07 2018/7/1,121
0:02:07 2018/7/1,99
0:02:07 2018/7/1,68
0:02:07 2018/7/1,154
0:02:07 2018/7/1,217
0:02:07 2018/7/1,116
0:02:07 2018/7/1,98
0:02:07 2018/7/1,219
0:02:07 2018/7/1,189
0:02:07 2018/7/1,3
0:02:07 2018/7/1,-139
0:02:07 2018/7/1,-235
0:02:07 2018/7/1,-386
0:02:07 2018/7/1,-452
0:02:07 2018/7/1,-375
0:02:07 2018/7/1,-307
0:02:07 2018/7/1,-339
0:02:07 2018/7/1,-312
0:02:07 2018/7/1,-168
0:02:07 2018/7/1,-35
0:02:07 2018/7/1,-86
0:02:07 2018/7/1,-347
0:02:07 2018/7/1,-396
0:02:07 2018/7/1,-263
0:02:07 2018/7/1,-219
0:02:07 2018/7/1,-200
0:02:07 2018/7/1,-161
0:02:07 2018/7/1,-125
0:02:07 2018/7/1,-23
0:02:07 2018/7/1,-28
0:02:07 2018/7/1,-168
0:02:07 2018/7/1,-140
0:02:07 2018/7/1,-97
0:02:07 2018/7/1,-152
0:02:07 2018/7/1,-83
0:02:07 2018/7/1,117
0:02:07 2018/7/1,226
0:02:07 2018/7/1,152
0:02:07 2018/7/1,60
0:02:07 2018/7/1,108
0:02:07 2018/7/1,213
0:02:07 2018/7/1,115
0:02:07 2018/7/1,-122
0:02:07 2018/7/1,-173
0:02:07 2018/7/1,-20
0:02:07 2018/7/1,149
0:02:07 2018/7/1,167
0:02:07 2018/7/1,119
0:02:07 2018/7/1,66
0:02:07 2018/7/1,120
0:02:07 2018/7/1,189
0:02:07 2018/7/1,131
0:02:07 2018/7/1,160
0:02:07 2018/7/1,290
0:02:07 2018/7/1,300
0:02:07 2018/7/1,267
0:02:07 2018/7/1,300
0:02:07 2018/7/1,269
0:02:07 2018/7/1,233
0:02:07 2018/7/1,204
0:02:07 2018/7/1,180
0:02:07 2018/7/1,196
0:02:07 2018/7/1,140
0:02:07 2018/7/1,60
0:02:07 2018/7/1,70
0:02:07 2018/7/1,212
0:02:07 2018/7/1,400
0:02:07 2018/7/1,403
0:02:07 2018/7/1,355
0:02:07 2018/7/1,332
0:02:07 2018/7/1,245
0:02:07 2018/7/1,217
0:02:07 2018/7/1,282
0:02:07 2018/7/1,298
0:02:07 2018/7/1,236
0:02:07 2018/7/1,156
0:02:07 2018/7/1,71
0:02:07 2018/7/1,27
0:02:07 2018/7/1,177
0:02:07 2018/7/1,315
0:02:07 2018/7/1,256
0:02:07 2018/7/1,153
0:02:07 2018/7/1,113
0:02:07 2018/7/1,103
0:02:07 2018/7/1,163
0:02:07 2018/7/1,267
0:02:07 2018/7/1,299
0:02:07 2018/7/1,289
0:02:07 2018/7/1,266
0:02:07 2018/7/1,242
0:02:07 2018/7/1,232
0:02:07 2018/7/1,248
0:02:07 2018/7/1,244
0:02:07 2018/7/1,218
0:02:07 2018/7/1,224
0:02:07 2018/7/1,236
0:02:07 2018/7/1,199
0:02:07 2018/7/1,164
0:02:07 2018/7/1,167
0:02:07 2018/7/1,214
0:02:07 2018/7/1,213
0:02:07 2018/7/1,183
0:02:07 2018/7/1,209
0:02:07 2018/7/1,214
0:02:07 2018/7/1,177
0:02:07 2018/7/1,161
0:02:07 2018/7/1,210
0:02:07 2018/7/1,293
0:02:07 2018/7/1,330
0:02:07 2018/7/1,336
0:02:07 2018/7/1,331
0:02:07 2018/7/1,300
0:02:07 2018/7/1,311
0:02:07 2018/7/1,432
0:02:07 2018/7/1,572
0:02:07 2018/7/1,692
0:02:07 2018/7/1,805
0:02:07 2018/7/1,915
0:02:07 2018/7/1,917
0:02:07 2018/7/1,792
0:02:07 2018/7/1,771
0:02:07 2018/7/1,904
0:02:07 2018/7/1,953
0:02:07 2018/7/1,869
0:02:07 2018/7/1,739
0:02:07 2018/7/1,682
0:02:07 2018/7/1,732
0:02:07 2018/7/1,748
0:02:07 2018/7/1,733
0:02:07 2018/7/1,724
0:02:07 2018/7/1,683
0:02:07 2018/7/1,628
0:02:07 2018/7/1,555
0:02:07 2018/7/1,503
0:02:07 2018/7/1,497
0:02:07 2018/7/1,507
0:02:07 2018/7/1,506
0:02:07 2018/7/1,460
0:02:07 2018/7/1,428
0:02:07 2018/7/1,428
0:02:07 2018/7/1,418
0:02:07 2018/7/1,403
0:02:07 2018/7/1,428
0:02:07 2018/7/1,480
0:02:07 2018/7/1,490
0:02:07 2018/7/1,448
0:02:07 2018/7/1,337
0:02:07 2018/7/1,259
0:02:07 2018/7/1,262
0:02:07 2018/7/1,251
0:02:07 2018/7/1,188
0:02:07 2018/7/1,156
0:02:07 2018/7/1,217
0:02:07 2018/7/1,292
0:02:07 2018/7/1,283
0:02:07 2018/7/1,216
0:02:07 2018/7/1,164
0:02:07 2018/7/1,163
0:02:07 2018/7/1,195
0:02:07 2018/7/1,163
0:02:07 2018/7/1,69
0:02:07 2018/7/1,0
0:02:07 2018/7/1,-38
0:02:07 2018/7/1,-59
0:02:07 2018/7/1,-85
0:02:07 2018/7/1,-132
0:02:07 2018/7/1,-139
0:02:07 2018/7/1,-109
0:02:07 2018/7/1,-61
0:02:07 2018/7/1,-50
0:02:07 2018/7/1,-132
0:02:07 2018/7/1,-220
0:02:07 2018/7/1,-195
0:02:07 2018/7/1,-101
0:02:07 2018/7/1,-100
0:02:07 2018/7/1,-152
0:02:07 2018/7/1,-163
0:02:07 2018/7/1,-138
0:02:07 2018/7/1,-118
0:02:07 2018/7/1,-69
0:02:07 2018/7/1,51
0:02:07 2018/7/1,171
0:02:07 2018/7/1,229
0:02:07 2018/7/1,203
0:02:07 2018/7/1,146
0:02:07 2018/7/1,102
0:02:07 2018/7/1,114
0:02:07 2018/7/1,187
0:02:07 2018/7/1,247
0:02:07 2018/7/1,232
0:02:07 2018/7/1,170
0:02:07 2018/7/1,131
0:02:07 2018/7/1,122
0:02:07 2018/7/1,136
0:02:07 2018/7/1,161
0:02:07 2018/7/1,185
0:02:07 2018/7/1,185
0:02:07 2018/7/1,162
0:02:07 2018/7/1,82
0:02:07 2018/7/1,-42
0:02:07 2018/7/1,-115
0:02:07 2018/7/1,-100
0:02:07 2018/7/1,-84
0:02:07 2018/7/1,-115
0:02:07 2018/7/1,-126
0:02:07 2018/7/1,-124
0:02:07 2018/7/1,-204
0:02:07 2018/7/1,-371
0:02:07 2018/7/1,-468
0:02:07 2018/7/1,-441
0:02:07 2018/7/1,-358
0:02:07 2018/7/1,-402
0:02:07 2018/7/1,-599
0:02:07 2018/7/1,-734
0:02:07 2018/7/1,-724
0:02:07 2018/7/1,-643
0:02:07 2018/7/1,-485
0:02:07 2018/7/1,-299
0:02:07 2018/7/1,-315
0:02:07 2018/7/1,-443
0:02:07 2018/7/1,-530
0:02:07 2018/7/1,-566
0:02:07 2018/7/1,-663
0:02:07 2018/7/1,-866
0:02:07 2018/7/1,-1095
0:02:07 2018/7/1,-1608
0:02:07 2018/7/1,-2048
0:02:07 2018/7/1,-2048
0:02:07 2018/7/1,-2048
0:02:07 2018/7/1,-2048
0:02:07 2018/7/1,-2048
0:02:07 2018/7/1,-2024
0:02:07 2018/7/1,-1950
0:02:07 2018/7/1,-1905
0:02:07 2018/7/1,-1898
0:02:07 2018/7/1,-1866
0:02:07 2018/7/1,-1805
0:02:07 2018/7/1,-1740
