TimeDate,RAW
0:01:54 2018/7/1,54
0:01:54 2018/7/1,67
0:01:54 2018/7/1,70
0:01:54 2018/7/1,65
0:01:54 2018/7/1,66
0:01:54 2018/7/1,69
0:01:54 2018/7/1,69
0:01:54 2018/7/1,64
0:01:54 2018/7/1,58
0:01:54 2018/7/1,67
0:01:54 2018/7/1,74
0:01:54 2018/7/1,66
0:01:54 2018/7/1,54
0:01:54 2018/7/1,52
0:01:54 2018/7/1,52
0:01:54 2018/7/1,56
0:01:54 2018/7/1,71
0:01:54 2018/7/1,90
0:01:54 2018/7/1,105
0:01:54 2018/7/1,112
0:01:54 2018/7/1,105
0:01:54 2018/7/1,98
0:01:54 2018/7/1,96
0:01:54 2018/7/1,82
0:01:54 2018/7/1,60
0:01:54 2018/7/1,59
0:01:54 2018/7/1,75
0:01:54 2018/7/1,87
0:01:54 2018/7/1,88
0:01:54 2018/7/1,73
0:01:54 2018/7/1,56
0:01:54 2018/7/1,49
0:01:54 2018/7/1,59
0:01:54 2018/7/1,83
0:01:54 2018/7/1,98
0:01:54 2018/7/1,102
0:01:54 2018/7/1,102
0:01:54 2018/7/1,93
0:01:54 2018/7/1,77
0:01:54 2018/7/1,60
0:01:54 2018/7/1,54
0:01:54 2018/7/1,53
0:01:54 2018/7/1,54
0:01:54 2018/7/1,52
0:01:54 2018/7/1,43
0:01:54 2018/7/1,35
0:01:54 2018/7/1,34
0:01:54 2018/7/1,38
0:01:54 2018/7/1,49
0:01:54 2018/7/1,67
0:01:54 2018/7/1,81
0:01:54 2018/7/1,77
0:01:54 2018/7/1,66
0:01:54 2018/7/1,59
0:01:54 2018/7/1,65
0:01:54 2018/7/1,72
0:01:54 2018/7/1,75
0:01:54 2018/7/1,71
0:01:54 2018/7/1,67
0:01:54 2018/7/1,65
0:01:54 2018/7/1,67
0:01:54 2018/7/1,76
0:01:54 2018/7/1,89
0:01:54 2018/7/1,90
0:01:54 2018/7/1,74
0:01:54 2018/7/1,55
0:01:54 2018/7/1,60
0:01:54 2018/7/1,80
0:01:54 2018/7/1,88
0:01:54 2018/7/1,74
0:01:54 2018/7/1,54
0:01:54 2018/7/1,40
0:01:54 2018/7/1,34
0:01:54 2018/7/1,28
0:01:54 2018/7/1,25
0:01:54 2018/7/1,28
0:01:54 2018/7/1,38
0:01:54 2018/7/1,44
0:01:54 2018/7/1,44
0:01:54 2018/7/1,49
0:01:54 2018/7/1,52
0:01:54 2018/7/1,59
0:01:54 2018/7/1,65
0:01:54 2018/7/1,61
0:01:54 2018/7/1,61
0:01:54 2018/7/1,59
0:01:54 2018/7/1,59
0:01:54 2018/7/1,57
0:01:54 2018/7/1,56
0:01:54 2018/7/1,58
0:01:54 2018/7/1,74
0:01:54 2018/7/1,107
0:01:54 2018/7/1,116
0:01:54 2018/7/1,87
0:01:54 2018/7/1,58
0:01:54 2018/7/1,50
0:01:54 2018/7/1,56
0:01:54 2018/7/1,72
0:01:54 2018/7/1,80
0:01:54 2018/7/1,69
0:01:54 2018/7/1,54
0:01:54 2018/7/1,53
0:01:54 2018/7/1,53
0:01:54 2018/7/1,43
0:01:54 2018/7/1,38
0:01:54 2018/7/1,48
0:01:54 2018/7/1,55
0:01:54 2018/7/1,55
0:01:54 2018/7/1,66
0:01:54 2018/7/1,85
0:01:54 2018/7/1,86
0:01:54 2018/7/1,69
0:01:54 2018/7/1,51
0:01:54 2018/7/1,36
0:01:54 2018/7/1,33
0:01:54 2018/7/1,34
0:01:54 2018/7/1,33
0:01:54 2018/7/1,28
0:01:54 2018/7/1,28
0:01:54 2018/7/1,39
0:01:54 2018/7/1,57
0:01:54 2018/7/1,75
0:01:54 2018/7/1,83
0:01:54 2018/7/1,75
0:01:54 2018/7/1,67
0:01:54 2018/7/1,70
0:01:54 2018/7/1,87
0:01:54 2018/7/1,97
0:01:54 2018/7/1,92
0:01:54 2018/7/1,85
0:01:54 2018/7/1,75
0:01:54 2018/7/1,64
0:01:54 2018/7/1,48
0:01:54 2018/7/1,37
0:01:54 2018/7/1,34
0:01:54 2018/7/1,36
0:01:54 2018/7/1,39
0:01:54 2018/7/1,40
0:01:54 2018/7/1,48
0:01:54 2018/7/1,56
0:01:54 2018/7/1,68
0:01:54 2018/7/1,70
0:01:54 2018/7/1,58
0:01:54 2018/7/1,50
0:01:54 2018/7/1,58
0:01:54 2018/7/1,73
0:01:54 2018/7/1,71
0:01:54 2018/7/1,58
0:01:54 2018/7/1,45
0:01:54 2018/7/1,49
0:01:54 2018/7/1,59
0:01:54 2018/7/1,57
0:01:54 2018/7/1,50
0:01:54 2018/7/1,45
0:01:54 2018/7/1,56
0:01:54 2018/7/1,69
0:01:54 2018/7/1,72
0:01:54 2018/7/1,65
0:01:54 2018/7/1,51
0:01:54 2018/7/1,43
0:01:54 2018/7/1,57
0:01:54 2018/7/1,70
0:01:54 2018/7/1,58
0:01:54 2018/7/1,41
0:01:54 2018/7/1,50
0:01:54 2018/7/1,67
0:01:54 2018/7/1,71
0:01:54 2018/7/1,61
0:01:54 2018/7/1,52
0:01:54 2018/7/1,48
0:01:54 2018/7/1,50
0:01:54 2018/7/1,52
0:01:54 2018/7/1,55
0:01:54 2018/7/1,57
0:01:54 2018/7/1,69
0:01:54 2018/7/1,86
0:01:54 2018/7/1,93
0:01:54 2018/7/1,89
0:01:54 2018/7/1,81
0:01:54 2018/7/1,85
0:01:54 2018/7/1,99
0:01:54 2018/7/1,92
0:01:54 2018/7/1,66
0:01:54 2018/7/1,49
0:01:54 2018/7/1,54
0:01:54 2018/7/1,66
0:01:54 2018/7/1,68
0:01:54 2018/7/1,60
0:01:54 2018/7/1,48
0:01:54 2018/7/1,42
0:01:54 2018/7/1,54
0:01:54 2018/7/1,72
0:01:54 2018/7/1,85
0:01:54 2018/7/1,91
0:01:54 2018/7/1,96
0:01:54 2018/7/1,97
0:01:54 2018/7/1,93
0:01:54 2018/7/1,85
0:01:54 2018/7/1,66
0:01:54 2018/7/1,43
0:01:54 2018/7/1,52
0:01:54 2018/7/1,92
0:01:54 2018/7/1,116
0:01:54 2018/7/1,98
0:01:54 2018/7/1,98
0:01:55 2018/7/1,67
0:01:55 2018/7/1,49
0:01:55 2018/7/1,44
0:01:55 2018/7/1,48
0:01:55 2018/7/1,52
0:01:55 2018/7/1,57
0:01:55 2018/7/1,55
0:01:55 2018/7/1,50
0:01:55 2018/7/1,53
0:01:55 2018/7/1,58
0:01:55 2018/7/1,68
0:01:55 2018/7/1,73
0:01:55 2018/7/1,66
0:01:55 2018/7/1,54
0:01:55 2018/7/1,45
0:01:55 2018/7/1,52
0:01:55 2018/7/1,66
0:01:55 2018/7/1,83
0:01:55 2018/7/1,83
0:01:55 2018/7/1,82
0:01:55 2018/7/1,90
0:01:55 2018/7/1,98
0:01:55 2018/7/1,91
0:01:55 2018/7/1,87
0:01:55 2018/7/1,85
0:01:55 2018/7/1,82
0:01:55 2018/7/1,74
0:01:55 2018/7/1,73
0:01:55 2018/7/1,81
0:01:55 2018/7/1,89
0:01:55 2018/7/1,92
0:01:55 2018/7/1,76
0:01:55 2018/7/1,50
0:01:55 2018/7/1,29
0:01:55 2018/7/1,32
0:01:55 2018/7/1,49
0:01:55 2018/7/1,66
0:01:55 2018/7/1,68
0:01:55 2018/7/1,53
0:01:55 2018/7/1,38
0:01:55 2018/7/1,36
0:01:55 2018/7/1,52
0:01:55 2018/7/1,72
0:01:55 2018/7/1,67
0:01:55 2018/7/1,43
0:01:55 2018/7/1,40
0:01:55 2018/7/1,69
0:01:55 2018/7/1,99
0:01:55 2018/7/1,100
0:01:55 2018/7/1,84
0:01:55 2018/7/1,58
0:01:55 2018/7/1,27
0:01:55 2018/7/1,13
0:01:55 2018/7/1,23
0:01:55 2018/7/1,41
0:01:55 2018/7/1,41
0:01:55 2018/7/1,22
0:01:55 2018/7/1,21
0:01:55 2018/7/1,38
0:01:55 2018/7/1,55
0:01:55 2018/7/1,64
0:01:55 2018/7/1,64
0:01:55 2018/7/1,66
0:01:55 2018/7/1,73
0:01:55 2018/7/1,76
0:01:55 2018/7/1,75
0:01:55 2018/7/1,81
0:01:55 2018/7/1,97
0:01:55 2018/7/1,115
0:01:55 2018/7/1,121
0:01:55 2018/7/1,105
0:01:55 2018/7/1,88
0:01:55 2018/7/1,92
0:01:55 2018/7/1,114
0:01:55 2018/7/1,121
0:01:55 2018/7/1,107
0:01:55 2018/7/1,89
0:01:55 2018/7/1,89
0:01:55 2018/7/1,106
0:01:55 2018/7/1,121
0:01:55 2018/7/1,118
0:01:55 2018/7/1,117
0:01:55 2018/7/1,129
0:01:55 2018/7/1,128
0:01:55 2018/7/1,106
0:01:55 2018/7/1,90
0:01:55 2018/7/1,91
0:01:55 2018/7/1,103
0:01:55 2018/7/1,107
0:01:55 2018/7/1,102
0:01:55 2018/7/1,99
0:01:55 2018/7/1,101
0:01:55 2018/7/1,103
0:01:55 2018/7/1,103
0:01:55 2018/7/1,114
0:01:55 2018/7/1,131
0:01:55 2018/7/1,131
0:01:55 2018/7/1,113
0:01:55 2018/7/1,97
0:01:55 2018/7/1,103
0:01:55 2018/7/1,129
0:01:55 2018/7/1,138
0:01:55 2018/7/1,115
0:01:55 2018/7/1,87
0:01:55 2018/7/1,74
0:01:55 2018/7/1,81
0:01:55 2018/7/1,87
0:01:55 2018/7/1,76
0:01:55 2018/7/1,61
0:01:55 2018/7/1,56
0:01:55 2018/7/1,50
0:01:55 2018/7/1,44
0:01:55 2018/7/1,59
0:01:55 2018/7/1,81
0:01:55 2018/7/1,101
0:01:55 2018/7/1,112
0:01:55 2018/7/1,84
0:01:55 2018/7/1,41
0:01:55 2018/7/1,20
0:01:55 2018/7/1,24
0:01:55 2018/7/1,44
0:01:55 2018/7/1,60
0:01:55 2018/7/1,58
0:01:55 2018/7/1,42
0:01:55 2018/7/1,32
0:01:55 2018/7/1,39
0:01:55 2018/7/1,53
0:01:55 2018/7/1,55
0:01:55 2018/7/1,58
0:01:55 2018/7/1,59
0:01:55 2018/7/1,52
0:01:55 2018/7/1,42
0:01:55 2018/7/1,36
0:01:55 2018/7/1,24
0:01:55 2018/7/1,23
0:01:55 2018/7/1,26
0:01:55 2018/7/1,25
0:01:55 2018/7/1,12
0:01:55 2018/7/1,18
0:01:55 2018/7/1,36
0:01:55 2018/7/1,42
0:01:55 2018/7/1,51
0:01:55 2018/7/1,51
0:01:55 2018/7/1,44
0:01:55 2018/7/1,27
0:01:55 2018/7/1,21
0:01:55 2018/7/1,54
0:01:55 2018/7/1,76
0:01:55 2018/7/1,37
0:01:55 2018/7/1,-21
0:01:55 2018/7/1,-6
0:01:55 2018/7/1,25
0:01:55 2018/7/1,24
0:01:55 2018/7/1,50
0:01:55 2018/7/1,92
0:01:55 2018/7/1,83
0:01:55 2018/7/1,52
0:01:55 2018/7/1,25
0:01:55 2018/7/1,-14
0:01:55 2018/7/1,-25
0:01:55 2018/7/1,38
0:01:55 2018/7/1,88
0:01:55 2018/7/1,69
0:01:55 2018/7/1,5
0:01:55 2018/7/1,-42
0:01:55 2018/7/1,28
0:01:55 2018/7/1,118
0:01:55 2018/7/1,103
0:01:55 2018/7/1,25
0:01:55 2018/7/1,-25
0:01:55 2018/7/1,-22
0:01:55 2018/7/1,35
0:01:55 2018/7/1,72
0:01:55 2018/7/1,51
0:01:55 2018/7/1,-10
0:01:55 2018/7/1,-49
0:01:55 2018/7/1,-7
0:01:55 2018/7/1,52
0:01:55 2018/7/1,85
0:01:55 2018/7/1,92
0:01:55 2018/7/1,68
0:01:55 2018/7/1,28
0:01:55 2018/7/1,5
0:01:55 2018/7/1,2
0:01:55 2018/7/1,7
0:01:55 2018/7/1,23
0:01:55 2018/7/1,23
0:01:55 2018/7/1,11
0:01:55 2018/7/1,17
0:01:55 2018/7/1,33
0:01:55 2018/7/1,60
0:01:55 2018/7/1,90
0:01:55 2018/7/1,112
0:01:55 2018/7/1,96
0:01:55 2018/7/1,56
0:01:55 2018/7/1,43
0:01:55 2018/7/1,51
0:01:55 2018/7/1,45
0:01:55 2018/7/1,29
0:01:55 2018/7/1,37
0:01:55 2018/7/1,60
0:01:55 2018/7/1,70
0:01:55 2018/7/1,49
0:01:55 2018/7/1,4
0:01:55 2018/7/1,-21
0:01:55 2018/7/1,-23
0:01:55 2018/7/1,0
0:01:55 2018/7/1,17
0:01:55 2018/7/1,42
0:01:55 2018/7/1,58
0:01:55 2018/7/1,67
0:01:55 2018/7/1,59
0:01:55 2018/7/1,22
0:01:55 2018/7/1,6
0:01:55 2018/7/1,28
0:01:55 2018/7/1,29
0:01:55 2018/7/1,26
0:01:55 2018/7/1,34
0:01:55 2018/7/1,51
0:01:55 2018/7/1,59
0:01:55 2018/7/1,60
0:01:55 2018/7/1,88
0:01:55 2018/7/1,88
0:01:55 2018/7/1,69
0:01:55 2018/7/1,68
0:01:55 2018/7/1,77
0:01:55 2018/7/1,92
0:01:55 2018/7/1,104
0:01:55 2018/7/1,104
0:01:55 2018/7/1,96
0:01:55 2018/7/1,89
0:01:55 2018/7/1,87
0:01:55 2018/7/1,77
0:01:55 2018/7/1,66
0:01:55 2018/7/1,54
0:01:55 2018/7/1,45
0:01:55 2018/7/1,44
0:01:55 2018/7/1,45
0:01:55 2018/7/1,64
0:01:55 2018/7/1,75
0:01:55 2018/7/1,72
0:01:55 2018/7/1,72
0:01:55 2018/7/1,82
0:01:55 2018/7/1,88
0:01:55 2018/7/1,80
0:01:55 2018/7/1,59
0:01:55 2018/7/1,53
0:01:55 2018/7/1,59
0:01:55 2018/7/1,68
0:01:55 2018/7/1,67
0:01:55 2018/7/1,53
0:01:55 2018/7/1,36
0:01:55 2018/7/1,23
0:01:55 2018/7/1,21
0:01:55 2018/7/1,35
0:01:55 2018/7/1,59
0:01:55 2018/7/1,80
0:01:55 2018/7/1,87
0:01:55 2018/7/1,96
0:01:55 2018/7/1,99
0:01:55 2018/7/1,97
0:01:55 2018/7/1,89
0:01:55 2018/7/1,82
0:01:55 2018/7/1,80
0:01:55 2018/7/1,83
0:01:55 2018/7/1,85
0:01:55 2018/7/1,77
0:01:55 2018/7/1,70
0:01:55 2018/7/1,72
0:01:55 2018/7/1,80
0:01:55 2018/7/1,83
0:01:55 2018/7/1,89
0:01:55 2018/7/1,98
0:01:55 2018/7/1,98
0:01:55 2018/7/1,100
0:01:55 2018/7/1,103
0:01:55 2018/7/1,98
0:01:55 2018/7/1,76
0:01:55 2018/7/1,61
0:01:55 2018/7/1,66
0:01:55 2018/7/1,82
0:01:55 2018/7/1,86
0:01:55 2018/7/1,75
0:01:55 2018/7/1,71
0:01:55 2018/7/1,91
0:01:55 2018/7/1,116
0:01:55 2018/7/1,122
0:01:55 2018/7/1,115
0:01:55 2018/7/1,112
0:01:55 2018/7/1,107
0:01:55 2018/7/1,92
0:01:55 2018/7/1,75
0:01:55 2018/7/1,65
0:01:55 2018/7/1,57
0:01:55 2018/7/1,60
0:01:55 2018/7/1,69
0:01:55 2018/7/1,71
0:01:55 2018/7/1,75
0:01:55 2018/7/1,85
0:01:55 2018/7/1,96
0:01:55 2018/7/1,106
0:01:55 2018/7/1,106
0:01:55 2018/7/1,99
0:01:55 2018/7/1,91
0:01:55 2018/7/1,99
0:01:55 2018/7/1,106
0:01:55 2018/7/1,115
0:01:55 2018/7/1,113
0:01:55 2018/7/1,100
0:01:55 2018/7/1,88
0:01:55 2018/7/1,87
0:01:55 2018/7/1,105
0:01:55 2018/7/1,108
0:01:55 2018/7/1,91
0:01:55 2018/7/1,87
0:01:55 2018/7/1,102
0:01:55 2018/7/1,104
0:01:55 2018/7/1,97
0:01:55 2018/7/1,99
0:01:55 2018/7/1,109
0:01:55 2018/7/1,118
0:01:55 2018/7/1,118
0:01:55 2018/7/1,122
0:01:55 2018/7/1,133
0:01:55 2018/7/1,130
0:01:55 2018/7/1,105
0:01:55 2018/7/1,83
0:01:55 2018/7/1,72
0:01:55 2018/7/1,81
0:01:55 2018/7/1,90
0:01:55 2018/7/1,93
0:01:55 2018/7/1,87
0:01:55 2018/7/1,83
0:01:55 2018/7/1,89
0:01:55 2018/7/1,99
0:01:55 2018/7/1,93
0:01:55 2018/7/1,87
0:01:55 2018/7/1,91
0:01:55 2018/7/1,113
0:01:55 2018/7/1,115
0:01:55 2018/7/1,103
0:01:55 2018/7/1,100
0:01:55 2018/7/1,103
0:01:55 2018/7/1,116
0:01:55 2018/7/1,124
0:01:55 2018/7/1,132
0:01:55 2018/7/1,135
0:01:55 2018/7/1,131
0:01:55 2018/7/1,122
0:01:55 2018/7/1,116
0:01:55 2018/7/1,123
0:01:55 2018/7/1,140
0:01:55 2018/7/1,140
0:01:55 2018/7/1,132
0:01:55 2018/7/1,124
0:01:55 2018/7/1,118
0:01:55 2018/7/1,87
0:01:55 2018/7/1,58
0:01:55 2018/7/1,61
0:01:55 2018/7/1,90
0:01:55 2018/7/1,131
0:01:55 2018/7/1,155
0:01:55 2018/7/1,148
0:01:55 2018/7/1,118
0:01:55 2018/7/1,108
0:01:55 2018/7/1,132
0:01:55 2018/7/1,156
0:01:55 2018/7/1,150
0:01:55 2018/7/1,120
0:01:55 2018/7/1,89
0:01:55 2018/7/1,83
0:01:55 2018/7/1,102
0:01:55 2018/7/1,117
0:01:55 2018/7/1,112
0:01:55 2018/7/1,103
0:01:55 2018/7/1,105
0:01:55 2018/7/1,108
0:01:55 2018/7/1,115
0:01:55 2018/7/1,117
0:01:55 2018/7/1,103
0:01:55 2018/7/1,81
0:01:55 2018/7/1,71
0:01:55 2018/7/1,90
0:01:55 2018/7/1,118
0:01:55 2018/7/1,128
0:01:55 2018/7/1,105
0:01:55 2018/7/1,84
0:01:55 2018/7/1,73
0:01:55 2018/7/1,73
0:01:55 2018/7/1,80
0:01:55 2018/7/1,91
0:01:55 2018/7/1,112
0:01:55 2018/7/1,131
0:01:55 2018/7/1,140
0:01:55 2018/7/1,134
0:01:55 2018/7/1,118
0:01:55 2018/7/1,104
0:01:55 2018/7/1,91
0:01:55 2018/7/1,84
0:01:55 2018/7/1,88
0:01:55 2018/7/1,98
0:01:55 2018/7/1,103
0:01:55 2018/7/1,99
0:01:55 2018/7/1,89
0:01:55 2018/7/1,91
0:01:55 2018/7/1,106
0:01:55 2018/7/1,113
0:01:55 2018/7/1,85
0:01:55 2018/7/1,58
0:01:55 2018/7/1,60
0:01:55 2018/7/1,75
0:01:55 2018/7/1,92
0:01:55 2018/7/1,106
0:01:55 2018/7/1,102
0:01:55 2018/7/1,104
0:01:55 2018/7/1,107
0:01:55 2018/7/1,105
0:01:55 2018/7/1,98
0:01:55 2018/7/1,87
0:01:55 2018/7/1,59
0:01:55 2018/7/1,11
0:01:55 2018/7/1,6
0:01:55 2018/7/1,51
0:01:55 2018/7/1,93
0:01:55 2018/7/1,130
0:01:55 2018/7/1,170
0:01:55 2018/7/1,185
0:01:55 2018/7/1,171
0:01:55 2018/7/1,157
0:01:55 2018/7/1,152
0:01:55 2018/7/1,145
0:01:55 2018/7/1,133
0:01:55 2018/7/1,116
0:01:55 2018/7/1,122
0:01:55 2018/7/1,171
0:01:55 2018/7/1,199
0:01:55 2018/7/1,182
0:01:55 2018/7/1,141
0:01:55 2018/7/1,85
0:01:55 2018/7/1,33
0:01:55 2018/7/1,17
0:01:55 2018/7/1,5
0:01:55 2018/7/1,-34
0:01:55 2018/7/1,-89
0:01:55 2018/7/1,-130
0:01:55 2018/7/1,-135
0:01:55 2018/7/1,-140
0:01:55 2018/7/1,-202
0:01:55 2018/7/1,-278
0:01:55 2018/7/1,-318
0:01:55 2018/7/1,-343
0:01:55 2018/7/1,-371
0:01:55 2018/7/1,-411
0:01:55 2018/7/1,-454
0:01:55 2018/7/1,-453
0:01:55 2018/7/1,-437
0:01:55 2018/7/1,-437
0:01:55 2018/7/1,-451
0:01:55 2018/7/1,-436
0:01:55 2018/7/1,-380
0:01:55 2018/7/1,-333
0:01:55 2018/7/1,-313
0:01:55 2018/7/1,-310
0:01:55 2018/7/1,-316
0:01:55 2018/7/1,-307
0:01:55 2018/7/1,-262
0:01:55 2018/7/1,-204
0:01:55 2018/7/1,-167
0:01:55 2018/7/1,-157
0:01:55 2018/7/1,-147
0:01:55 2018/7/1,-121
0:01:55 2018/7/1,-98
0:01:55 2018/7/1,-84
0:01:55 2018/7/1,-70
0:01:55 2018/7/1,-42
0:01:55 2018/7/1,-12
0:01:55 2018/7/1,-10
0:01:55 2018/7/1,-26
0:01:55 2018/7/1,-25
0:01:55 2018/7/1,-8
0:01:55 2018/7/1,11
0:01:55 2018/7/1,35
0:01:55 2018/7/1,34
0:01:55 2018/7/1,25
0:01:55 2018/7/1,28
0:01:55 2018/7/1,33
0:01:55 2018/7/1,20
0:01:55 2018/7/1,-7
0:01:55 2018/7/1,-24
0:01:55 2018/7/1,-23
0:01:55 2018/7/1,-28
0:01:55 2018/7/1,-37
0:01:55 2018/7/1,-25
0:01:55 2018/7/1,-17
0:01:55 2018/7/1,-33
0:01:55 2018/7/1,-37
0:01:55 2018/7/1,-24
0:01:55 2018/7/1,-17
0:01:55 2018/7/1,-19
0:01:55 2018/7/1,-17
0:01:55 2018/7/1,-6
0:01:55 2018/7/1,-6
0:01:55 2018/7/1,-6
0:01:55 2018/7/1,19
0:01:55 2018/7/1,64
0:01:55 2018/7/1,102
0:01:55 2018/7/1,106
0:01:55 2018/7/1,85
0:01:55 2018/7/1,71
0:01:55 2018/7/1,81
0:01:55 2018/7/1,102
0:01:55 2018/7/1,133
0:01:55 2018/7/1,133
0:01:56 2018/7/1,146
0:01:56 2018/7/1,124
0:01:56 2018/7/1,101
0:01:56 2018/7/1,88
0:01:56 2018/7/1,93
0:01:56 2018/7/1,120
0:01:56 2018/7/1,145
0:01:56 2018/7/1,148
0:01:56 2018/7/1,140
0:01:56 2018/7/1,144
0:01:56 2018/7/1,153
0:01:56 2018/7/1,171
0:01:56 2018/7/1,182
0:01:56 2018/7/1,169
0:01:56 2018/7/1,153
0:01:56 2018/7/1,153
0:01:56 2018/7/1,155
0:01:56 2018/7/1,149
0:01:56 2018/7/1,151
0:01:56 2018/7/1,164
0:01:56 2018/7/1,187
0:01:56 2018/7/1,211
0:01:56 2018/7/1,216
0:01:56 2018/7/1,211
0:01:56 2018/7/1,211
0:01:56 2018/7/1,219
0:01:56 2018/7/1,227
0:01:56 2018/7/1,216
0:01:56 2018/7/1,195
0:01:56 2018/7/1,182
0:01:56 2018/7/1,195
0:01:56 2018/7/1,226
0:01:56 2018/7/1,244
0:01:56 2018/7/1,236
0:01:56 2018/7/1,216
0:01:56 2018/7/1,204
0:01:56 2018/7/1,208
0:01:56 2018/7/1,216
0:01:56 2018/7/1,218
0:01:56 2018/7/1,212
0:01:56 2018/7/1,204
0:01:56 2018/7/1,196
0:01:56 2018/7/1,177
0:01:56 2018/7/1,156
0:01:56 2018/7/1,152
0:01:56 2018/7/1,166
0:01:56 2018/7/1,189
0:01:56 2018/7/1,200
0:01:56 2018/7/1,196
0:01:56 2018/7/1,192
0:01:56 2018/7/1,167
0:01:56 2018/7/1,139
0:01:56 2018/7/1,138
0:01:56 2018/7/1,157
0:01:56 2018/7/1,167
0:01:56 2018/7/1,155
0:01:56 2018/7/1,132
0:01:56 2018/7/1,120
0:01:56 2018/7/1,133
0:01:56 2018/7/1,150
0:01:56 2018/7/1,154
0:01:56 2018/7/1,154
0:01:56 2018/7/1,144
0:01:56 2018/7/1,123
0:01:56 2018/7/1,115
0:01:56 2018/7/1,116
0:01:56 2018/7/1,109
0:01:56 2018/7/1,84
0:01:56 2018/7/1,44
0:01:56 2018/7/1,19
0:01:56 2018/7/1,21
0:01:56 2018/7/1,29
0:01:56 2018/7/1,28
0:01:56 2018/7/1,27
0:01:56 2018/7/1,35
0:01:56 2018/7/1,41
0:01:56 2018/7/1,41
0:01:56 2018/7/1,33
0:01:56 2018/7/1,17
0:01:56 2018/7/1,-5
0:01:56 2018/7/1,-26
0:01:56 2018/7/1,-50
0:01:56 2018/7/1,-54
0:01:56 2018/7/1,-41
0:01:56 2018/7/1,-21
0:01:56 2018/7/1,-12
0:01:56 2018/7/1,-20
0:01:56 2018/7/1,-22
0:01:56 2018/7/1,-21
0:01:56 2018/7/1,-22
0:01:56 2018/7/1,-28
0:01:56 2018/7/1,-37
0:01:56 2018/7/1,-51
0:01:56 2018/7/1,-65
0:01:56 2018/7/1,-67
0:01:56 2018/7/1,-55
0:01:56 2018/7/1,-34
0:01:56 2018/7/1,-18
0:01:56 2018/7/1,5
0:01:56 2018/7/1,33
0:01:56 2018/7/1,52
0:01:56 2018/7/1,67
0:01:56 2018/7/1,86
0:01:56 2018/7/1,91
0:01:56 2018/7/1,73
0:01:56 2018/7/1,51
0:01:56 2018/7/1,39
0:01:56 2018/7/1,49
0:01:56 2018/7/1,72
0:01:56 2018/7/1,88
0:01:56 2018/7/1,91
0:01:56 2018/7/1,92
0:01:56 2018/7/1,91
0:01:56 2018/7/1,92
0:01:56 2018/7/1,96
0:01:56 2018/7/1,91
0:01:56 2018/7/1,90
0:01:56 2018/7/1,89
0:01:56 2018/7/1,84
0:01:56 2018/7/1,80
0:01:56 2018/7/1,88
0:01:56 2018/7/1,115
0:01:56 2018/7/1,149
0:01:56 2018/7/1,177
0:01:56 2018/7/1,202
0:01:56 2018/7/1,215
0:01:56 2018/7/1,200
0:01:56 2018/7/1,172
0:01:56 2018/7/1,156
0:01:56 2018/7/1,157
0:01:56 2018/7/1,164
0:01:56 2018/7/1,160
0:01:56 2018/7/1,148
0:01:56 2018/7/1,146
0:01:56 2018/7/1,155
0:01:56 2018/7/1,164
0:01:56 2018/7/1,155
0:01:56 2018/7/1,155
0:01:56 2018/7/1,173
0:01:56 2018/7/1,193
0:01:56 2018/7/1,201
0:01:56 2018/7/1,195
0:01:56 2018/7/1,182
0:01:56 2018/7/1,193
0:01:56 2018/7/1,221
0:01:56 2018/7/1,248
0:01:56 2018/7/1,245
0:01:56 2018/7/1,219
0:01:56 2018/7/1,193
0:01:56 2018/7/1,173
0:01:56 2018/7/1,169
0:01:56 2018/7/1,176
0:01:56 2018/7/1,187
0:01:56 2018/7/1,198
0:01:56 2018/7/1,187
0:01:56 2018/7/1,168
0:01:56 2018/7/1,169
0:01:56 2018/7/1,188
0:01:56 2018/7/1,204
0:01:56 2018/7/1,224
0:01:56 2018/7/1,236
0:01:56 2018/7/1,234
0:01:56 2018/7/1,219
0:01:56 2018/7/1,213
0:01:56 2018/7/1,217
0:01:56 2018/7/1,213
0:01:56 2018/7/1,210
0:01:56 2018/7/1,220
0:01:56 2018/7/1,227
0:01:56 2018/7/1,208
0:01:56 2018/7/1,172
0:01:56 2018/7/1,149
0:01:56 2018/7/1,152
0:01:56 2018/7/1,172
0:01:56 2018/7/1,180
0:01:56 2018/7/1,177
0:01:56 2018/7/1,189
0:01:56 2018/7/1,224
0:01:56 2018/7/1,228
0:01:56 2018/7/1,213
0:01:56 2018/7/1,210
0:01:56 2018/7/1,231
0:01:56 2018/7/1,245
0:01:56 2018/7/1,225
0:01:56 2018/7/1,178
0:01:56 2018/7/1,135
0:01:56 2018/7/1,133
0:01:56 2018/7/1,155
0:01:56 2018/7/1,182
0:01:56 2018/7/1,200
0:01:56 2018/7/1,217
0:01:56 2018/7/1,219
0:01:56 2018/7/1,219
0:01:56 2018/7/1,216
0:01:56 2018/7/1,211
0:01:56 2018/7/1,225
0:01:56 2018/7/1,252
0:01:56 2018/7/1,274
0:01:56 2018/7/1,259
0:01:56 2018/7/1,211
0:01:56 2018/7/1,164
0:01:56 2018/7/1,145
0:01:56 2018/7/1,144
0:01:56 2018/7/1,133
0:01:56 2018/7/1,121
0:01:56 2018/7/1,119
0:01:56 2018/7/1,132
0:01:56 2018/7/1,137
0:01:56 2018/7/1,133
